character,death_year,type,source,question,year,is_test
What is the 1st year of the 1th president of the United States?,1789,False
What is the 2nd year of the 1th president of the United States?,1790,False
What is the 3rd year of the 1th president of the United States?,1791,False
What is the 5th year of the 1th president of the United States?,1793,False
What is the 6th year of the 1th president of the United States?,1794,False
What is the 7th year of the 1th president of the United States?,1795,False
What is the 8th year of the 1th president of the United States?,1796,False
What is the 9th year of the 1th president of the United States?,1797,False
What is the 1st year of the 2th president of the United States?,1797,False
What is the 2nd year of the 2th president of the United States?,1798,False
What is the 1st year of the 3th president of the United States?,1801,False
What is the 4th year of the 3th president of the United States?,1804,False
What is the 5th year of the 3th president of the United States?,1805,False
What is the 6th year of the 3th president of the United States?,1806,False
What is the 7th year of the 3th president of the United States?,1807,False
What is the 8th year of the 3th president of the United States?,1808,False
What is the 9th year of the 3th president of the United States?,1809,False
What is the 3rd year of the 4th president of the United States?,1811,False
What is the 5th year of the 4th president of the United States?,1813,False
What is the 6th year of the 4th president of the United States?,1814,False
What is the 7th year of the 4th president of the United States?,1815,False
What is the 8th year of the 4th president of the United States?,1816,False
What is the 1st year of the 5th president of the United States?,1817,False
What is the 2nd year of the 5th president of the United States?,1818,False
What is the 3rd year of the 5th president of the United States?,1819,False
What is the 4th year of the 5th president of the United States?,1820,False
What is the 5th year of the 5th president of the United States?,1821,False
What is the 6th year of the 5th president of the United States?,1822,False
What is the 7th year of the 5th president of the United States?,1823,False
What is the 1st year of the 6th president of the United States?,1825,False
What is the 2nd year of the 6th president of the United States?,1826,False
What is the 3rd year of the 6th president of the United States?,1827,False
What is the 5th year of the 6th president of the United States?,1829,False
What is the 1st year of the 7th president of the United States?,1829,False
What is the 3rd year of the 7th president of the United States?,1831,False
What is the 4th year of the 7th president of the United States?,1832,False
What is the 5th year of the 7th president of the United States?,1833,False
What is the 6th year of the 7th president of the United States?,1834,False
What is the 8th year of the 7th president of the United States?,1836,False
What is the 9th year of the 7th president of the United States?,1837,False
What is the 2nd year of the 8th president of the United States?,1838,False
What is the 4th year of the 8th president of the United States?,1840,False
What is the 5th year of the 8th president of the United States?,1841,False
What is the 1st year of the 9th president of the United States?,1841,False
What is the 1st year of the 10th president of the United States?,1841,False
What is the 2nd year of the 10th president of the United States?,1842,False
What is the 3rd year of the 10th president of the United States?,1843,False
What is the 4th year of the 10th president of the United States?,1844,False
What is the 5th year of the 10th president of the United States?,1845,False
What is the 1st year of the 11th president of the United States?,1845,False
What is the 3rd year of the 11th president of the United States?,1847,False
What is the 4th year of the 11th president of the United States?,1848,False
What is the 5th year of the 11th president of the United States?,1849,False
What is the 2nd year of the 12th president of the United States?,1850,False
What is the 1st year of the 13th president of the United States?,1850,False
What is the 2nd year of the 13th president of the United States?,1851,False
What is the 3rd year of the 13th president of the United States?,1852,False
What is the 4th year of the 13th president of the United States?,1853,False
What is the 1st year of the 14th president of the United States?,1853,False
What is the 2nd year of the 14th president of the United States?,1854,False
What is the 3rd year of the 14th president of the United States?,1855,False
What is the 4th year of the 14th president of the United States?,1856,False
What is the 5th year of the 14th president of the United States?,1857,False
What is the 1st year of the 15th president of the United States?,1857,False
What is the 2nd year of the 15th president of the United States?,1858,False
What is the 3rd year of the 15th president of the United States?,1859,False
What is the 4th year of the 15th president of the United States?,1860,False
What is the 3rd year of the 16th president of the United States?,1863,False
What is the 4th year of the 16th president of the United States?,1864,False
What is the 1st year of the 17th president of the United States?,1865,False
What is the 2nd year of the 17th president of the United States?,1866,False
What is the 3rd year of the 17th president of the United States?,1867,False
What is the 4th year of the 17th president of the United States?,1868,False
What is the 2nd year of the 18th president of the United States?,1870,False
What is the 3rd year of the 18th president of the United States?,1871,False
What is the 4th year of the 18th president of the United States?,1872,False
What is the 6th year of the 18th president of the United States?,1874,False
What is the 7th year of the 18th president of the United States?,1875,False
What is the 8th year of the 18th president of the United States?,1876,False
What is the 9th year of the 18th president of the United States?,1877,False
What is the 1st year of the 19th president of the United States?,1877,False
What is the 2nd year of the 19th president of the United States?,1878,False
What is the 4th year of the 19th president of the United States?,1880,False
What is the 5th year of the 19th president of the United States?,1881,False
What is the 2nd year of the 21th president of the United States?,1882,False
What is the 4th year of the 21th president of the United States?,1884,False
What is the 5th year of the 21th president of the United States?,1885,False
What is the 2nd year of the 22th president of the United States?,1886,False
What is the 4th year of the 22th president of the United States?,1888,False
What is the 5th year of the 22th president of the United States?,1889,False
What is the 1st year of the 23th president of the United States?,1889,False
What is the 2nd year of the 23th president of the United States?,1890,False
What is the 3rd year of the 23th president of the United States?,1891,False
What is the 5th year of the 23th president of the United States?,1893,False
What is the 1st year of the 24th president of the United States?,1893,False
What is the 2nd year of the 24th president of the United States?,1894,False
What is the 3rd year of the 24th president of the United States?,1895,False
What is the 4th year of the 24th president of the United States?,1896,False
What is the 5th year of the 24th president of the United States?,1897,False
What is the 1st year of the 25th president of the United States?,1897,False
What is the 2nd year of the 25th president of the United States?,1898,False
What is the 3rd year of the 25th president of the United States?,1899,False
What is the 4th year of the 25th president of the United States?,1900,False
What is the 5th year of the 25th president of the United States?,1901,False
What is the 2nd year of the 26th president of the United States?,1902,False
What is the 3rd year of the 26th president of the United States?,1903,False
What is the 5th year of the 26th president of the United States?,1905,False
What is the 7th year of the 26th president of the United States?,1907,False
What is the 8th year of the 26th president of the United States?,1908,False
What is the 9th year of the 26th president of the United States?,1909,False
What is the 1st year of the 27th president of the United States?,1909,False
What is the 2nd year of the 27th president of the United States?,1910,False
What is the 3rd year of the 27th president of the United States?,1911,False
What is the 4th year of the 27th president of the United States?,1912,False
What is the 5th year of the 27th president of the United States?,1913,False
What is the 1st year of the 28th president of the United States?,1913,False
What is the 2nd year of the 28th president of the United States?,1914,False
What is the 3rd year of the 28th president of the United States?,1915,False
What is the 5th year of the 28th president of the United States?,1917,False
What is the 6th year of the 28th president of the United States?,1918,False
What is the 7th year of the 28th president of the United States?,1919,False
What is the 8th year of the 28th president of the United States?,1920,False
What is the 9th year of the 28th president of the United States?,1921,False
What is the 1st year of the 29th president of the United States?,1921,False
What is the 2nd year of the 29th president of the United States?,1922,False
What is the 3rd year of the 29th president of the United States?,1923,False
What is the 1st year of the 30th president of the United States?,1923,False
What is the 2nd year of the 30th president of the United States?,1924,False
What is the 3rd year of the 30th president of the United States?,1925,False
What is the 4th year of the 30th president of the United States?,1926,False
What is the 5th year of the 30th president of the United States?,1927,False
What is the 6th year of the 30th president of the United States?,1928,False
What is the 7th year of the 30th president of the United States?,1929,False
What is the 1st year of the 31th president of the United States?,1929,False
What is the 2nd year of the 31th president of the United States?,1930,False
What is the 3rd year of the 31th president of the United States?,1931,False
What is the 4th year of the 31th president of the United States?,1932,False
What is the 5th year of the 31th president of the United States?,1933,False
What is the 1st year of the 32th president of the United States?,1933,False
What is the 2nd year of the 32th president of the United States?,1934,False
What is the 3rd year of the 32th president of the United States?,1935,False
What is the 5th year of the 32th president of the United States?,1937,False
What is the 6th year of the 32th president of the United States?,1938,False
What is the 7th year of the 32th president of the United States?,1939,False
What is the 8th year of the 32th president of the United States?,1940,False
What is the 9th year of the 32th president of the United States?,1941,False
What is the 10th year of the 32th president of the United States?,1942,False
What is the 11th year of the 32th president of the United States?,1943,False
What is the 13th year of the 32th president of the United States?,1945,False
What is the 1st year of the 33th president of the United States?,1945,False
What is the 2nd year of the 33th president of the United States?,1946,False
What is the 3rd year of the 33th president of the United States?,1947,False
What is the 4th year of the 33th president of the United States?,1948,False
What is the 5th year of the 33th president of the United States?,1949,False
What is the 6th year of the 33th president of the United States?,1950,False
What is the 9th year of the 33th president of the United States?,1953,False
What is the 1st year of the 34th president of the United States?,1953,False
What is the 2nd year of the 34th president of the United States?,1954,False
What is the 3rd year of the 34th president of the United States?,1955,False
What is the 4th year of the 34th president of the United States?,1956,False
What is the 5th year of the 34th president of the United States?,1957,False
What is the 6th year of the 34th president of the United States?,1958,False
What is the 7th year of the 34th president of the United States?,1959,False
What is the 8th year of the 34th president of the United States?,1960,False
What is the 9th year of the 34th president of the United States?,1961,False
What is the 2nd year of the 35th president of the United States?,1962,False
What is the 3rd year of the 35th president of the United States?,1963,False
What is the 1st year of the 36th president of the United States?,1963,False
What is the 2nd year of the 36th president of the United States?,1964,False
What is the 3rd year of the 36th president of the United States?,1965,False
What is the 4th year of the 36th president of the United States?,1966,False
What is the 5th year of the 36th president of the United States?,1967,False
What is the 7th year of the 36th president of the United States?,1969,False
What is the 2nd year of the 37th president of the United States?,1970,False
What is the 3rd year of the 37th president of the United States?,1971,False
What is the 4th year of the 37th president of the United States?,1972,False
What is the 5th year of the 37th president of the United States?,1973,False
What is the 6th year of the 37th president of the United States?,1974,False
What is the 1st year of the 38th president of the United States?,1974,False
What is the 2nd year of the 38th president of the United States?,1975,False
What is the 3rd year of the 38th president of the United States?,1976,False
What is the 4th year of the 38th president of the United States?,1977,False
What is the 1st year of the 39th president of the United States?,1977,False
What is the 2nd year of the 39th president of the United States?,1978,False
What is the 3rd year of the 39th president of the United States?,1979,False
What is the 5th year of the 39th president of the United States?,1981,False
What is the 1st year of the 40th president of the United States?,1981,False
What is the 2nd year of the 40th president of the United States?,1982,False
What is the 3rd year of the 40th president of the United States?,1983,False
What is the 4th year of the 40th president of the United States?,1984,False
